Feat ID,RT,DT,CCS,Gas,mz,Abundance,Charge,Polarity,Lipid Class,Compound Name,CAS ID,Formula,Mass,Ion Species,Theo mz,ppm Error,Abs ppm Error,Score,Sum Comp,Num Constit,Constit,Constit Abund
1267,12.309,,,,713.6411,9807,-1,Negative,,,,,714.6484,(M-H)-,,,,,,
1268,6.041,,,,808.4914,9794,-1,Negative,Phosphatidylethanolamine,PE 20:5_22:6,,C47H72NO8P,809.4996,(M-H)-,808.4923,-1.1,1.1,60.46,PE 42:11,1,PE 20:5/22:6,100.0
1269,8.777,,,,784.5497,9790,-1,Negative,,,,,785.5570,(M-H)-,,,,,,
1270,7.976,,,,902.5766,9774,-1,Negative,,,,,903.5838,(M-H)-,,,,,,
1271,8.740,,,,700.5279,9773,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:0e_18:2,,C39H76NO7P,701.5359,(M-H)-,700.5287,-1.0,1.0,74.60,EtherPE 34:2e,1,EtherPE 16:0e/18:2,100.0
1272,0.581,,,,160.0616,9762,-1,Negative,,,,,161.0689,(M-H)-,,,,,,
1273,9.369,,,,698.5763,9757,-1,Negative,,,,,699.5835,(M-H)-,,,,,,
1274,2.907,,,,546.2814,9751,-1,Negative,,,,,547.2887,(M-H)-,,,,,,
1275,4.464,,,,265.1479,9728,-1,Negative,,,,,266.1552,(M-H)-,,,,,,
1276,5.886,,,,743.4858,9696,-1,Negative,Phosphatidylglycerol,PG 16:1_18:2,,C40H73O10P,744.4941,(M-H)-,743.4869,-1.4,1.4,69.62,PG 34:3,1,PG 16:1/18:2,100.0
1277,12.053,,,,648.6295,9653,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_24:0,,C42H83NO3,649.6373,(M-H)-,648.6300,-0.8,0.8,86.95,Cer_NS d42:1,2,Cer_NS d18:1/24:0,90.7
1278,4.813,,,,467.3196,9621,-1,Negative,,,,,468.3269,(M-H)-,,,,,,
1279,10.395,,,,1376.1789,9619,-1,Negative,,,,,1377.1862,(M-H)-,,,,,,
1280,0.667,,,,525.2806,9612,-1,Negative,,,,,526.2878,(M-H)-,,,,,,
1281,3.920,,,,586.3783,9603,-1,Negative,,,,,587.3855,(M-H)-,,,,,,
1282,10.464,,,,863.6844,9598,-1,Negative,,,,,864.6917,(M-H)-,,,,,,
1283,7.958,,,,836.5802,9588,-1,Negative,,,,,837.5875,(M-H)-,,,,,,
1284,0.575,,,,1065.5160,9586,-1,Negative,,,,,1066.5233,(M-H)-,,,,,,
1285,0.535,,,,180.0667,9577,-1,Negative,,,,,181.0740,(M-H)-,,,,,,
1286,3.949,,,,313.2386,9570,-1,Negative,Fatty acid ester of hydroxyl fatty acid,FAHFA 16:0_2:0,,C18H34O4,314.2457,(M-H)-,313.2384,0.5,0.5,69.53,FAHFA 18:0,1,FAHFA 16:0/2:0,100.0
1287,3.912,,,,512.3415,9557,-1,Negative,,,,,513.3487,(M-H)-,,,,,,
1288,11.590,,,,658.5901,9557,-1,Negative,,,,,659.5974,(M-H)-,,,,,,
1289,4.495,,,,664.3806,9554,-1,Negative,,,,,665.3879,(M-H)-,,,,,,
1290,0.658,,,,227.1291,9499,-1,Negative,,,,,228.1364,(M-H)-,,,,,,
1291,5.396,,,,605.4055,9498,-1,Negative,,,,,606.4128,(M-H)-,,,,,,
1292,11.198,,,,720.6140,9485,-1,Negative,,,,,721.6213,(M-H)-,,,,,,
1293,2.635,,,,255.2331,9472,-1,Negative,,,,,256.2403,(M-H)-,,,,,,
1294,14.399,,,,714.5038,9463,-2,Negative,,,,,1431.0222,(M-2H)-2,,,,,,
1295,1.682,,,,450.2622,9452,-1,Negative,,,,,451.2695,(M-H)-,,,,,,
1296,0.490,,,,359.9928,9442,-1,Negative,,,,,361.0000,(M-H)-,,,,,,
1297,1.411,,,,568.2680,9436,-1,Negative,,,,,569.2753,(M-H)-,,,,,,
1298,7.175,,,,644.4934,9433,-1,Negative,,,,,645.5006,(M-H)-,,,,,,
1299,8.484,,,,723.4953,9432,-1,Negative,,,,,724.5025,(M-H)-,,,,,,
1300,10.970,,,,668.5749,9366,-1,Negative,,,,,669.5822,(M-H)-,,,,,,
1301,0.672,,,,229.1446,9363,-1,Negative,,,,,230.1519,(M-H)-,,,,,,
1302,8.379,,,,1446.0313,9354,-1,Negative,,,,,1447.0386,(M-H)-,,,,,,
1303,4.303,,,,587.3738,9344,-1,Negative,,,,,588.3811,(M-H)-,,,,,,
1304,3.643,,,,563.3523,9344,-1,Negative,,,,,564.3596,(M-H)-,,,,,,
1305,3.910,,,,459.2937,9330,-1,Negative,,,,,460.3010,(M-H)-,,,,,,
1306,2.579,,,,1103.6501,9304,-1,Negative,,,,,1104.6574,(M-H)-,,,,,,
1307,7.987,,,,721.5017,9283,-1,Negative,Phosphatidylglycerol,PG 16:0_16:0,,C38H75O10P,722.5098,(M-H)-,721.5025,-1.1,1.1,69.55,PG 32:0,2,PG 16:0/16:0,73.6
1308,5.261,,,,174.9561,9268,-1,Negative,,,,,175.9634,(M-H)-,,,,,,
1309,6.242,,,,616.4620,9266,-1,Negative,,,,,617.4693,(M-H)-,,,,,,
1310,1.997,,,,632.3181,9266,-1,Negative,,,,,633.3254,(M-H)-,,,,,,
1311,9.327,,,,866.5893,9241,-1,Negative,Phosphatidylserine,PS 22:1_20:3,,C48H86NO10P,867.5989,(M-H)-,866.5917,-2.7,2.7,62.39,PS 42:4,3,PS 22:1/20:3,45.6
1312,11.147,,,,794.6213,9241,-1,Negative,,,,,795.6286,(M-H)-,,,,,,
1313,2.841,,,,470.3486,9239,-1,Negative,,,,,471.3559,(M-H)-,,,,,,
1314,5.361,,,,624.4260,9229,-1,Negative,,,,,625.4332,(M-H)-,,,,,,
1315,13.952,,,,1002.8488,9226,-1,Negative,,,,,1003.8561,(M-H)-,,,,,,
1316,0.604,,,,530.2796,9220,-1,Negative,,,,,531.2869,(M-H)-,,,,,,
1317,13.169,,,,1457.9472,9213,-1,Negative,,,,,1458.9545,(M-H)-,,,,,,
1318,9.790,,,,792.5957,9202,-1,Negative,,,,,793.6030,(M-H)-,,,,,,
1319,11.006,,,,830.6726,9191,-1,Negative,Hexosylceramide non-hydroxyfatty acid-dihydrosphingosine,HexCer_NDS d40:0,,C46H91NO8,785.6745,(M+CHO2)-,830.6727,-0.1,0.1,67.56,HexCer_NDS d40:0,15,,
1320,12.626,,,,1467.9298,9188,-1,Negative,,,,,1468.9371,(M-H)-,,,,,,
1321,7.884,,,,887.5008,9174,-1,Negative,,,,,888.5080,(M-H)-,,,,,,
1322,7.201,,,,874.5451,9169,-1,Negative,,,,,875.5524,(M-H)-,,,,,,
1323,4.357,,,,463.2888,9169,-1,Negative,,,,,464.2961,(M-H)-,,,,,,
1324,0.597,,,,218.1037,9168,-1,Negative,,,,,219.1110,(M-H)-,,,,,,
1325,10.945,,,,642.5594,9166,-1,Negative,,,,,643.5667,(M-H)-,,,,,,
1326,10.693,,,,928.6732,9163,-1,Negative,,,,,929.6804,(M-H)-,,,,,,
1327,0.526,,,,251.9951,9163,-1,Negative,,,,,253.0024,(M-H)-,,,,,,
1328,0.581,,,,612.3022,9146,-1,Negative,,,,,613.3094,(M-H)-,,,,,,
1329,7.222,,,,716.5232,9126,-1,Negative,,,,,717.5304,(M-H)-,,,,,,
1330,2.218,,,,339.1999,9121,-1,Negative,,,,,340.2072,(M-H)-,,,,,,
1331,9.953,,,,826.6412,9113,-1,Negative,,,,,827.6484,(M-H)-,,,,,,
1332,0.675,,,,997.5864,9083,-1,Negative,,,,,998.5937,(M-H)-,,,,,,
1333,8.112,,,,1245.0457,9080,-1,Negative,,,,,1246.0530,(M-H)-,,,,,,
1334,10.506,,,,798.6468,9075,-1,Negative,,,,,799.6540,(M-H)-,,,,,,
1335,0.729,,,,487.3064,9074,-1,Negative,,,,,488.3137,(M-H)-,,,,,,
1336,3.833,,,,439.2857,9069,-1,Negative,,,,,440.2930,(M-H)-,,,,,,
1337,10.161,,,,265.1480,9050,-1,Negative,,,,,266.1553,(M-H)-,,,,,,
1338,4.606,,,,508.3408,9034,-1,Negative,Lysophosphatidylethanolamine,LPE 20:0,,C25H52NO7P,509.3481,(M-H)-,508.3409,-0.2,0.2,95.19,LPE 20:0,1,LPE 20:0,100.0
1339,1.716,,,,305.2156,9029,-1,Negative,,,,,306.2229,(M-H)-,,,,,,
1340,3.927,,,,1462.1184,9013,-1,Negative,,,,,1463.1257,(M-H)-,,,,,,
1341,7.185,,,,311.1689,9013,-1,Negative,,,,,312.1761,(M-H)-,,,,,,
1342,2.757,,,,174.0171,9012,-1,Negative,,,,,175.0244,(M-H)-,,,,,,
1343,0.592,,,,217.0527,9011,-1,Negative,,,,,218.0600,(M-H)-,,,,,,
1344,14.215,,,,1121.9190,9006,-1,Negative,,,,,1122.9263,(M-H)-,,,,,,
1345,12.044,,,,791.6515,8993,-1,Negative,,,,,792.6588,(M-H)-,,,,,,
1346,11.169,,,,748.5822,8986,-1,Negative,,,,,749.5894,(M-H)-,,,,,,
1347,1.402,,,,309.1743,8971,-1,Negative,,,,,310.1816,(M-H)-,,,,,,
1348,2.600,,,,295.2280,8968,-1,Negative,,,,,296.2353,(M-H)-,,,,,,
1349,6.791,,,,898.5444,8945,-1,Negative,,,,,899.5516,(M-H)-,,,,,,
1350,3.907,,,,471.3326,8932,-1,Negative,,,,,472.3399,(M-H)-,,,,,,
1351,8.176,,,,1486.0804,8931,-1,Negative,,,,,1487.0877,(M-H)-,,,,,,
1352,10.378,,,,1350.1646,8926,-1,Negative,,,,,1351.1719,(M-H)-,,,,,,
1353,9.443,,,,908.6386,8925,-1,Negative,Phosphatidylcholine,PC 22:1_20:4,,C50H90NO8P,863.6404,(M+CHO2)-,908.6386,0.0,0.0,91.26,PC 42:5,2,PC 22:1/20:4,67.7
1354,6.458,,,,816.5391,8900,-1,Negative,,,,,817.5464,(M-H)-,,,,,,
1355,7.181,,,,325.1843,8890,-1,Negative,,,,,326.1916,(M-H)-,,,,,,
1356,0.681,,,,195.1392,8889,-1,Negative,,,,,196.1464,(M-H)-,,,,,,
1357,7.582,,,,723.4966,8887,-1,Negative,Phosphatidylethanol,PEtOH 16:0_20:4,,C41H73O8P,724.5043,(M-H)-,723.4970,-0.6,0.6,81.95,PEtOH 36:4,1,PEtOH 16:0/20:4,100.0
1358,2.773,,,,641.3774,8885,-1,Negative,,,,,642.3847,(M-H)-,,,,,,
1359,12.395,,,,725.6426,8881,-1,Negative,,,,,726.6499,(M-H)-,,,,,,
1360,14.562,,,,922.8364,8879,-1,Negative,,,,,923.8437,(M-H)-,,,,,,
1361,4.928,,,,492.3459,8879,-1,Negative,,,,,493.3531,(M-H)-,,,,,,
1362,0.483,,,,245.0437,8868,-1,Negative,,,,,246.0510,(M-H)-,,,,,,
1363,0.490,,,,449.0305,8859,-1,Negative,,,,,450.0378,(M-H)-,,,,,,
1364,5.306,,,,750.5349,8853,-1,Negative,,,,,751.5422,(M-H)-,,,,,,
1365,7.377,,,,694.4821,8848,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 14:1e_20:4,,C39H70NO7P,695.4890,(M-H)-,694.4817,0.6,0.6,88.94,EtherPE 34:5e,1,EtherPE 14:1e/20:4,100.0
1366,13.897,,,,1475.9912,8848,-1,Negative,,,,,1476.9985,(M-H)-,,,,,,
1367,3.166,,,,735.2942,8837,-1,Negative,,,,,736.3015,(M-H)-,,,,,,
1368,13.815,,,,1191.3839,8814,-2,Negative,,,,,2384.7824,(M-2H)-2,,,,,,
1369,10.438,,,,644.5984,8785,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:2_24:1,,C42H79NO3,645.6060,(M-H)-,644.5987,-0.5,0.5,85.86,Cer_NS d42:3,5,Cer_NS d18:2/24:1,50.2
1370,9.394,,,,941.6124,8777,-1,Negative,Phosphatidylinositol,PI 42:4,,C51H91O13P,942.6197,(M-H)-,941.6125,0.0,0.0,78.66,PI 42:4,2,,
1371,0.660,,,,183.1394,8777,-1,Negative,,,,,184.1467,(M-H)-,,,,,,
1372,7.755,,,,616.4980,8769,-1,Negative,,,,,617.5052,(M-H)-,,,,,,
1373,6.304,,,,916.5315,8766,-1,Negative,,,,,917.5387,(M-H)-,,,,,,
1374,9.803,,,,880.5293,8761,-1,Negative,,,,,881.5366,(M-H)-,,,,,,
1375,10.953,,,,669.5785,8735,-1,Negative,,,,,670.5857,(M-H)-,,,,,,
1376,0.747,,,,269.1761,8729,-1,Negative,,,,,270.1834,(M-H)-,,,,,,
1377,0.662,,,,363.2180,8725,-1,Negative,,,,,364.2252,(M-H)-,,,,,,
1378,6.261,,,,793.5050,8718,-1,Negative,Phosphatidylglycerol,PG 16:0_22:6,,C44H75O10P,794.5098,(M-H)-,793.5025,3.1,3.1,77.26,PG 38:6,3,PG 16:0/22:6,54.7
1379,6.774,,,,892.5318,8716,-1,Negative,,,,,893.5391,(M-H)-,,,,,,
1380,11.601,,,,941.6947,8690,-1,Negative,,,,,942.7020,(M-H)-,,,,,,
1381,13.553,,,,1411.9636,8665,-1,Negative,,,,,1412.9709,(M-H)-,,,,,,
1382,9.395,,,,707.5272,8663,-1,Negative,,,,,708.5344,(M-H)-,,,,,,
1383,7.208,,,,794.5339,8650,-1,Negative,,,,,795.5412,(M-H)-,,,,,,
1384,8.354,,,,760.5280,8643,-1,Negative,,,,,761.5353,(M-H)-,,,,,,
1385,9.057,,,,1494.0892,8617,-1,Negative,,,,,1495.0965,(M-H)-,,,,,,
1386,6.517,,,,710.4763,8604,-1,Negative,Phosphatidylethanolamine,PE 16:1_18:3,,C39H70NO8P,711.4839,(M-H)-,710.4766,-0.4,0.4,72.39,PE 34:4,1,PE 16:1/18:3,100.0
1387,10.317,,,,886.6536,8601,-1,Negative,Phosphatidylcholine,PC 18:1_22:1,,C48H92NO8P,841.6561,(M+CHO2)-,886.6543,-0.7,0.7,88.93,PC 40:2,1,PC 18:1/22:1,100.0
1388,11.186,,,,736.6456,8583,-1,Negative,,,,,737.6528,(M-H)-,,,,,,
1389,10.500,,,,682.5972,8576,-1,Negative,,,,,683.6044,(M-H)-,,,,,,
1390,3.943,,,,854.5420,8572,-1,Negative,,,,,855.5493,(M-H)-,,,,,,
1391,11.191,,,,716.6300,8550,-1,Negative,,,,,717.6373,(M-H)-,,,,,,
1392,3.883,,,,595.3182,8542,-1,Negative,,,,,596.3255,(M-H)-,,,,,,
1393,5.930,,,,740.4369,8528,-1,Negative,,,,,741.4442,(M-H)-,,,,,,
1394,10.257,,,,804.6120,8526,-1,Negative,,,,,805.6193,(M-H)-,,,,,,
1395,3.713,,,,283.2645,8503,-1,Negative,,,,,284.2718,(M-H)-,,,,,,
1396,4.505,,,,622.4087,8498,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 14:1e_8:0,,C30H60NO7P,577.4107,(M+CHO2)-,622.4089,-0.4,0.4,83.19,EtherPC 22:1e,1,EtherPC 14:1e/8:0,100.0
1397,7.775,,,,699.4970,8489,-1,Negative,Phosphatidic acid,PA 36:2,,C39H73O8P,700.5043,(M-H)-,699.4970,0.0,0.0,69.33,PA 36:2,2,,
1398,8.164,,,,1493.1278,8469,-1,Negative,,,,,1494.1351,(M-H)-,,,,,,
1399,10.979,,,,695.5942,8450,-1,Negative,,,,,696.6015,(M-H)-,,,,,,
1400,8.076,,,,565.5095,8446,-1,Negative,,,,,566.5167,(M-H)-,,,,,,
1401,8.004,,,,782.5338,8444,-1,Negative,Oxidized phosphatidylethanolamine,OxPE 18:1_20:3+1O,,C43H78NO9P,783.5414,(M-H)-,782.5341,-0.4,0.4,65.93,OxPE 38:4+1O,1,OxPE 18:1/20:3+s1d0,100.0
1402,0.855,,,,420.2503,8441,-1,Negative,,,,,421.2576,(M-H)-,,,,,,
1403,9.677,,,,782.5695,8433,-1,Negative,Phosphatidylethanolamine,PE 19:0_20:3,,C44H82NO8P,783.5778,(M-H)-,782.5705,-1.3,1.3,81.04,PE 39:3,3,PE 19:0/20:3,61.0
1404,9.680,,,,926.6099,8429,-1,Negative,,,,,927.6172,(M-H)-,,,,,,
1405,10.312,,,,1263.8300,8419,-1,Negative,Ganglioside GM3,GM3 d42:1,,C65H120N2O21,1264.8384,(M-H)-,1263.8311,-0.8,0.8,83.36,GM3 d42:1,33,,
1406,6.086,,,,843.5172,8418,-1,Negative,,,,,844.5245,(M-H)-,,,,,,
1407,9.097,,,,788.5775,8394,-1,Negative,,,,,789.5848,(M-H)-,,,,,,
1408,10.805,,,,717.6150,8387,-1,Negative,,,,,718.6223,(M-H)-,,,,,,
1409,6.946,,,,876.5753,8381,-1,Negative,,,,,877.5826,(M-H)-,,,,,,
1410,12.533,,,,1419.9323,8379,-1,Negative,Cardiolipin,CL 70:8,,C79H138O17P2,1420.9409,(M-H)-,1419.9336,-0.9,0.9,90.66,CL 70:8,33,,
1411,2.479,,,,487.2440,8379,-1,Negative,,,,,488.2513,(M-H)-,,,,,,
1412,9.819,,,,892.6180,8372,-1,Negative,,,,,893.6253,(M-H)-,,,,,,
1413,4.481,,,,491.3198,8367,-1,Negative,,,,,492.3271,(M-H)-,,,,,,
1414,10.141,,,,784.5840,8363,-1,Negative,Phosphatidylethanolamine,PE 18:1_21:1,,C44H84NO8P,785.5935,(M-H)-,784.5862,-2.8,2.8,63.57,PE 39:2,1,PE 18:1/21:1,100.0
1415,6.813,,,,591.4702,8347,-1,Negative,,,,,592.4775,(M-H)-,,,,,,
1416,11.191,,,,786.6275,8337,-1,Negative,,,,,787.6347,(M-H)-,,,,,,
1417,3.803,,,,607.4724,8333,-1,Negative,Fatty acid ester of hydroxyl fatty acid,FAHFA 20:4_20:3,,C40H64O4,608.4805,(M-H)-,607.4732,-1.3,1.3,90.06,FAHFA 40:7,1,FAHFA 20:4/20:3,100.0
1418,4.497,,,,433.3320,8325,-1,Negative,,,,,434.3393,(M-H)-,,,,,,
1419,10.155,,,,808.5873,8321,-1,Negative,,,,,809.5946,(M-H)-,,,,,,
1420,10.526,,,,1366.1599,8312,-1,Negative,,,,,1367.1672,(M-H)-,,,,,,
1421,0.605,,,,647.3439,8306,-1,Negative,,,,,648.3512,(M-H)-,,,,,,
1422,0.539,,,,257.0758,8294,-1,Negative,,,,,258.0831,(M-H)-,,,,,,
1423,0.587,,,,173.0093,8273,-1,Negative,,,,,174.0166,(M-H)-,,,,,,
1424,4.390,,,,323.2204,8256,-1,Negative,,,,,324.2277,(M-H)-,,,,,,
1425,0.484,,,,539.1386,8241,-1,Negative,,,,,540.1459,(M-H)-,,,,,,
1426,4.537,,,,438.2660,8239,-1,Negative,,,,,439.2733,(M-H)-,,,,,,
1427,7.529,,,,695.4656,8233,-1,Negative,Phosphatidic acid,PA 16:0_20:4,,C39H69O8P,696.4730,(M-H)-,695.4657,-0.2,0.2,71.54,PA 36:4,1,PA 16:0/20:4,100.0
1428,7.744,,,,726.5080,8232,-1,Negative,Phosphatidylethanolamine,PE 17:1_18:2,,C40H74NO8P,727.5152,(M-H)-,726.5079,0.1,0.1,69.96,PE 35:3,1,PE 17:1/18:2,100.0
1429,10.522,,,,1418.1901,8231,-1,Negative,,,,,1419.1974,(M-H)-,,,,,,
1430,7.396,,,,812.5243,8230,-1,Negative,,,,,813.5316,(M-H)-,,,,,,
1431,9.580,,,,865.5808,8217,-1,Negative,,,,,866.5881,(M-H)-,,,,,,
1432,9.163,,,,860.5416,8209,-1,Negative,,,,,861.5489,(M-H)-,,,,,,
1433,9.069,,,,777.6123,8203,-1,Negative,,,,,778.6195,(M-H)-,,,,,,
1434,6.648,,,,604.4614,8196,-1,Negative,,,,,605.4686,(M-H)-,,,,,,
1435,6.849,,,,778.5142,8180,-1,Negative,,,,,779.5214,(M-H)-,,,,,,
1436,5.134,,,,174.9562,8172,-1,Negative,,,,,175.9635,(M-H)-,,,,,,
1437,6.782,,,,588.4822,8165,-1,Negative,,,,,589.4895,(M-H)-,,,,,,
1438,10.591,,,,967.6345,8162,-1,Negative,,,,,968.6418,(M-H)-,,,,,,
1439,12.591,,,,1419.9340,8146,-1,Negative,Cardiolipin,CL 70:8,,C79H138O17P2,1420.9409,(M-H)-,1419.9336,0.3,0.3,83.22,CL 70:8,74,,
1440,7.713,,,,864.5764,8142,-1,Negative,Phosphatidylcholine,PC 17:0_22:6,,C47H82NO8P,819.5778,(M+CHO2)-,864.5760,0.4,0.4,87.20,PC 39:6,1,PC 17:0/22:6,100.0
1441,1.363,,,,687.2757,8135,-1,Negative,,,,,688.2830,(M-H)-,,,,,,
1442,0.637,,,,553.3384,8122,-1,Negative,,,,,554.3457,(M-H)-,,,,,,
1443,1.668,,,,680.3177,8117,-1,Negative,,,,,681.3250,(M-H)-,,,,,,
1444,0.652,,,,215.1292,8111,-1,Negative,,,,,216.1364,(M-H)-,,,,,,
1445,1.088,,,,585.3047,8105,-1,Negative,,,,,586.3120,(M-H)-,,,,,,
1446,7.548,,,,561.5225,8100,-1,Negative,,,,,562.5298,(M-H)-,,,,,,
1447,4.264,,,,577.3450,8099,-1,Negative,,,,,578.3522,(M-H)-,,,,,,
1448,7.911,,,,885.4817,8099,-2,Negative,,,,,1772.9779,(M-2H)-2,,,,,,
1449,13.327,,,,1162.8470,8078,-2,Negative,,,,,2327.7085,(M-2H)-2,,,,,,
1450,0.535,,,,213.0494,8069,-1,Negative,,,,,214.0566,(M-H)-,,,,,,
1451,0.696,,,,631.3488,8067,-1,Negative,,,,,632.3560,(M-H)-,,,,,,
1452,10.165,,,,1178.7779,8063,-1,Negative,,,,,1179.7852,(M-H)-,,,,,,
1453,0.713,,,,568.3316,8062,-1,Negative,,,,,569.3389,(M-H)-,,,,,,
1454,0.977,,,,354.1744,8054,-1,Negative,,,,,355.1817,(M-H)-,,,,,,
1455,5.953,,,,560.4351,8045,-1,Negative,,,,,561.4424,(M-H)-,,,,,,
1456,0.602,,,,163.0337,8029,-1,Negative,,,,,164.0410,(M-H)-,,,,,,
1457,16.102,,,,530.9669,8026,-1,Negative,,,,,531.9742,(M-H)-,,,,,,
1458,10.157,,,,339.2000,8025,-1,Negative,,,,,340.2073,(M-H)-,,,,,,
1459,4.479,,,,621.3342,8012,-1,Negative,,,,,622.3415,(M-H)-,,,,,,
1460,8.740,,,,801.6125,8000,-1,Negative,Sphingomyelin,SM d38:2,,C43H85N2O6P,756.6145,(M+CHO2)-,801.6127,-0.3,0.3,72.58,SM d38:2,30,,
1461,7.992,,,,1447.0804,7990,-1,Negative,,,,,1448.0877,(M-H)-,,,,,,
1462,9.017,,,,1440.8577,7989,-1,Negative,,,,,1441.8650,(M-H)-,,,,,,
1463,1.105,,,,401.1226,7988,-1,Negative,,,,,402.1299,(M-H)-,,,,,,
1464,11.777,,,,858.7038,7978,-1,Negative,,,,,859.7111,(M-H)-,,,,,,
1465,4.340,,,,603.3679,7975,-1,Negative,,,,,604.3752,(M-H)-,,,,,,
1466,14.394,,,,715.0036,7970,-2,Negative,,,,,1432.0218,(M-2H)-2,,,,,,
1467,3.657,,,,489.2775,7960,-1,Negative,,,,,490.2848,(M-H)-,,,,,,
1468,5.196,,,,840.4897,7944,-1,Negative,,,,,841.4970,(M-H)-,,,,,,
1469,9.452,,,,870.6231,7934,-1,Negative,Phosphatidylcholine,PC 39:3,,C47H88NO8P,825.6248,(M+CHO2)-,870.6230,0.2,0.2,90.08,PC 39:3,2,,
1470,1.722,,,,660.2527,7926,-1,Negative,,,,,661.2600,(M-H)-,,,,,,
1471,7.559,,,,820.5702,7909,-1,Negative,,,,,821.5775,(M-H)-,,,,,,
1472,13.823,,,,1178.3778,7902,-2,Negative,,,,,2358.7701,(M-2H)-2,,,,,,
1473,4.028,,,,354.3012,7892,-1,Negative,,,,,355.3085,(M-H)-,,,,,,
1474,7.834,,,,846.5527,7884,-1,Negative,,,,,847.5600,(M-H)-,,,,,,
1475,2.734,,,,479.2207,7872,-1,Negative,,,,,480.2280,(M-H)-,,,,,,
1476,7.393,,,,843.5379,7861,-1,Negative,,,,,844.5451,(M-H)-,,,,,,
1477,1.850,,,,325.1842,7848,-1,Negative,,,,,326.1915,(M-H)-,,,,,,
1478,9.239,,,,637.5047,7845,-1,Negative,,,,,638.5119,(M-H)-,,,,,,
1479,1.911,,,,361.2022,7838,-1,Negative,,,,,362.2095,(M-H)-,,,,,,
1480,8.996,,,,1460.0674,7829,-1,Negative,,,,,1461.0747,(M-H)-,,,,,,
1481,0.811,,,,374.2450,7820,-1,Negative,,,,,375.2523,(M-H)-,,,,,,
1482,14.022,,,,1466.0128,7817,-1,Negative,,,,,1467.0201,(M-H)-,,,,,,
1483,0.472,,,,175.0251,7816,-1,Negative,,,,,176.0324,(M-H)-,,,,,,
1484,11.093,,,,864.6700,7805,-1,Negative,,,,,865.6773,(M-H)-,,,,,,
1485,0.562,,,,640.2563,7805,-1,Negative,,,,,641.2636,(M-H)-,,,,,,
1486,2.979,,,,524.3355,7804,-1,Negative,,,,,525.3428,(M-H)-,,,,,,
1487,1.694,,,,451.2062,7791,-1,Negative,,,,,452.2134,(M-H)-,,,,,,
1488,8.690,,,,744.5538,7783,-1,Negative,Phosphatidylethanolamine,PE 18:0_18:1,,C41H80NO8P,745.5622,(M-H)-,744.5549,-1.5,1.5,87.96,PE 36:1,1,PE 18:0/18:1,100.0
1489,9.153,,,,652.5131,7768,-1,Negative,,,,,653.5203,(M-H)-,,,,,,
1490,6.975,,,,892.5314,7756,-1,Negative,,,,,893.5387,(M-H)-,,,,,,
1491,11.359,,,,989.6478,7742,-1,Negative,,,,,990.6551,(M-H)-,,,,,,
1492,3.658,,,,559.3423,7725,-1,Negative,,,,,560.3496,(M-H)-,,,,,,
1493,1.384,,,,391.2855,7721,-1,Negative,,,,,392.2928,(M-H)-,,,,,,
1494,11.858,,,,652.6245,7716,-1,Negative,,,,,653.6317,(M-H)-,,,,,,
1495,0.595,,,,205.0527,7705,-1,Negative,,,,,206.0600,(M-H)-,,,,,,
1496,8.567,,,,702.5450,7698,-1,Negative,,,,,703.5522,(M-H)-,,,,,,
1497,9.447,,,,730.5739,7697,-1,Negative,,,,,731.5812,(M-H)-,,,,,,
1498,4.573,,,,775.4545,7697,-1,Negative,,,,,776.4618,(M-H)-,,,,,,
1499,9.263,,,,956.6229,7694,-1,Negative,,,,,957.6302,(M-H)-,,,,,,
1500,8.537,,,,774.5300,7683,-1,Negative,,,,,775.5373,(M-H)-,,,,,,
1501,1.120,,,,297.1531,7670,-1,Negative,,,,,298.1604,(M-H)-,,,,,,
1502,7.346,,,,838.5388,7668,-1,Negative,,,,,839.5461,(M-H)-,,,,,,
1503,1.587,,,,241.1810,7666,-1,Negative,,,,,242.1882,(M-H)-,,,,,,
1504,3.913,,,,685.5412,7661,-1,Negative,,,,,686.5485,(M-H)-,,,,,,
1505,8.688,,,,676.5125,7659,-1,Negative,,,,,677.5198,(M-H)-,,,,,,
1506,2.789,,,,1094.7382,7657,-1,Negative,,,,,1095.7455,(M-H)-,,,,,,
1507,0.578,,,,157.0315,7657,-1,Negative,,,,,158.0388,(M-H)-,,,,,,
1508,8.692,,,,800.5445,7646,-1,Negative,,,,,801.5517,(M-H)-,,,,,,
1509,0.561,,,,512.2836,7643,-1,Negative,,,,,513.2909,(M-H)-,,,,,,
1510,0.627,,,,543.3002,7642,-1,Negative,,,,,544.3075,(M-H)-,,,,,,
1511,9.326,,,,1452.0788,7634,-1,Negative,,,,,1453.0861,(M-H)-,,,,,,
1512,14.507,,,,1111.9352,7634,-1,Negative,,,,,1112.9424,(M-H)-,,,,,,
1513,11.272,,,,859.6662,7629,-2,Negative,,,,,1721.3470,(M-2H)-2,,,,,,
1514,0.662,,,,373.2596,7628,-1,Negative,,,,,374.2669,(M-H)-,,,,,,
